"BOKU_1","BOKU_2","BOKU_3","BOKU_4","SKG-I_1","SKG-I_2","SKG-I_3","SKG-I_4"
"16.3003","25.4802","9.8165","6.1343","1487.1800","1521.5400","452.0905","507.3680"
"862.6013","948.3499","704.9503","721.3726","669.0444","614.7736","542.9439","569.4302"
"567.0399","400.3982","792.4830","674.4864","684.5498","597.3913","1025.7200","1028.8800"
"152.1776","170.5291","166.2811","199.7982","247.0252","242.9199","239.0140","227.7076"
"3.3132","4.9483","34.7083","3.6536","9.8750","6.4852","1.9841","21.7034"
"1741.4600","1737.3500","2582.2700","2413.0100","2374.1200","2400.1000","2973.3900","3040.9000"
"189.6327","209.7212","115.1379","95.5646","147.4577","161.2205","108.3689","110.4090"
"4.5766","4.3518","3.7333","2.4297","1.8159","1.7910","2.2337","1.4584"
"5.4284","8.6140","2.3493","9.6042","4.5953","2.2383","5.1914","1.5557"
"18.6746","42.7118","15.9900","31.0223","16.2731","6.8235","34.0119","25.5608"
"23.8802","47.6981","8.5040","33.5097","3.4912","15.5221","5.5173","13.7208"
"811.2535","719.8280","716.6146","583.6242","18.8655","21.6656","15.4034","14.5698"
"127.0082","100.1635","126.0379","114.7214","113.5908","139.7281","50.6550","140.2654"
"208.5473","238.0091","270.3010","384.1357","251.0635","233.7251","271.0832","334.3268"
"46.2037","47.0629","52.5539","56.3634","9.0044","4.8211","27.2883","21.4456"
"5.2016","8.6980","1.8997","13.3735","4.1180","7.5702","1.0009","1.8438"
"23.1526","18.0662","1.7587","49.1111","11.7199","10.5314","9.9171","6.0950"
"1542.5200","1938.9200","1367.3000","1377.1200","0.0000","1091.7800","1009.7600","971.9682"
"16.3844","11.1405","39.5036","24.4887","13.0045","19.0485","17.9983","21.8825"
"2.2725","8.0865","1.8148","3.1498","3.7830","1.5714","2.1264","1.4387"
"4.5777","16.7902","4.3116","7.5130","3.9413","1.0328","3.1216","2.8438"
"36.8413","9.2416","21.2173","28.3613","81.7456","67.8673","129.3576","143.2337"
"42.4949","40.7871","57.2532","51.5546","68.9267","54.8820","34.0340","62.8447"
"2375.6700","2021.2300","2398.9200","2027.8000","1030.7000","1070.3700","1093.5500","989.4540"
"5.7590","2.0420","14.7484","13.4360","43.3356","4.1268","16.0602","27.9081"
"703.0196","658.9056","940.5769","887.9725","1497.6900","1510.6900","1340.9700","1420.4300"
"1.4490","4.5780","13.8052","12.7922","24.8514","37.2558","36.7979","25.9080"
"359.9782","375.8438","335.5350","301.1447","353.4595","388.2294","323.6540","280.0353"
"18.3637","26.0525","22.3343","30.4880","26.2532","16.3173","7.4069","20.5572"
"10.5749","36.1455","47.4094","62.9005","163.8714","160.4874","121.6249","114.8395"
"374.1917","420.5029","842.2385","730.0503","281.5818","225.7461","396.4223","428.3120"
"1481.4400","1420.5000","1834.4000","1837.3200","29.5451","3.4104","15.5757","14.1690"
"5.4994","6.2264","4.8612","6.5012","7.7190","15.4577","14.4868","10.2454"
"116.7517","110.9799","75.9797","84.1383","134.1598","175.8126","115.5221","122.5045"
"538.8790","580.5122","339.0481","424.6013","475.6033","539.1024","289.0374","246.4140"
"2.9332","42.8457","41.6359","30.8858","16.2317","6.3342","42.7662","33.2740"
"332.2896","311.5109","564.8774","321.4505","349.8731","401.2324","542.3986","419.8898"
"21.7777","6.5770","25.0228","10.3204","16.2730","16.5001","40.3399","18.2582"
"15.0380","22.1151","14.1986","2.4132","14.4387","17.4325","18.0249","1.2108"
"4.3577","24.6363","33.6038","1.0000","4.6416","26.6313","15.6924","7.8283"
"17.1612","58.3916","4.3404","53.7555","71.7961","14.6287","77.1358","52.4295"
"11.5806","16.4444","10.2659","23.5317","4.0517","13.0089","17.2777","8.2887"
"552.7824","550.9750","501.8270","470.7755","311.4839","282.2255","326.6685","285.4121"
"14.5028","2.0579","11.3359","15.9502","9.6100","12.5223","10.9753","24.1123"
"126.0528","120.5479","99.4092","85.6219","134.2562","111.4092","92.4033","148.2829"
"14.0907","18.0714","2.5438","2.1492","12.5707","2.5027","30.3822","9.8278"
"36.3021","55.6216","8.1189","21.2233","27.7569","4.4384","30.8838","9.7340"
"3.7321","14.8103","1.0000","15.4840","12.9203","9.0367","2.8137","1.0000"
"7.6616","25.2416","2.7285","34.0124","10.3007","7.9610","3.7497","8.0782"
"32.4866","16.6674","3.8351","1.6743","19.4351","22.1319","9.5007","48.5701"
"29.2635","49.8973","11.1522","1.6697","58.5557","34.5236","157.5654","148.3832"
"3.0576","4.7655","7.0845","14.5129","6.5249","5.5487","8.9250","4.5862"
"51.1954","21.9888","47.0995","6.2105","44.3427","34.7527","41.3269","39.6613"
"40.6332","34.3404","63.8895","52.0463","61.8833","66.4251","146.5278","78.1007"
"230.3864","245.9730","236.3336","215.1915","240.2090","325.7126","449.1332","317.4498"
"15.7264","14.2116","19.1665","1.8994","3198.0000","3310.8800","22413.9900","20076.5000"
"469.9208","485.0254","700.7201","719.7570","365.4086","307.3170","519.3196","427.3596"
"193.8242","230.9708","276.9527","298.6533","50.5097","19.5344","147.2597","75.5065"
"27.6852","13.7439","87.5772","70.5563","78.7529","59.1630","82.8448","69.6161"
"9.4406","13.0031","44.8690","43.0127","42.2133","20.5981","56.2058","8.2852"
"58.7576","104.1554","190.9840","163.7577","177.7473","191.3099","439.3092","444.9476"
"256.6892","218.2005","290.6761","229.2743","772.4224","740.7676","1150.2200","1234.4500"
"362.8377","420.9137","313.7835","347.8740","527.7327","515.7850","415.8344","427.1853"
"46.5493","64.9300","106.9556","108.7600","173.7499","124.0142","105.5876","117.7732"
"2.9632","3.7016","4.4007","5.3068","3.8906","6.1728","4.1874","2.3489"
"3.9471","11.1290","8.4174","5.6431","56.7912","25.8284","40.0448","22.0377"
"4.4745","23.0720","6.9569","16.9129","5.7849","5.6070","37.7314","21.5583"
"120.8904","78.7947","176.7615","149.4334","131.8802","169.3397","196.3763","189.7975"
"37.0264","37.1383","85.3063","71.2641","36.6389","18.1310","36.2848","49.5903"
"3.0907","5.1023","4.1554","3.9998","3.3265","2.5097","2.6110","1.9871"
"1.9395","4.0254","4.6140","6.3769","3.5358","1.3918","2.2035","3.5735"
"21.5579","74.7382","16.6604","9.9550","9.0393","3.1735","8.2251","36.2592"
"57.6892","41.7424","28.3569","41.6587","22.6144","11.9329","154.2183","132.4188"
"152.6753","145.0965","184.9613","195.0234","503.6508","497.5898","740.9260","754.7236"
"10.1346","9.8811","10.0108","6.2214","6.8831","8.1673","8.1668","4.3169"
"4.5115","6.6836","2.2825","32.1406","19.0331","15.1716","19.3942","20.6122"
"367.3686","278.0468","312.9607","295.5258","454.9088","448.6546","423.6342","469.5665"
"133.0947","26.9602","22.6844","135.6255","108.6821","142.4258","62.9261","199.7943"
"17.8440","15.6305","8.3682","83.6561","14.8140","4.6065","46.0229","15.0683"
"36.0479","53.3531","38.9365","89.0324","61.3144","68.8788","62.4767","71.3884"
"1873.9300","1871.5800","1526.8600","1765.4800","1767.3100","1764.9100","1336.7400","1179.0200"
"558.1303","601.9988","1047.7200","951.7585","909.8552","806.1256","734.6183","792.1982"
"964.1523","970.0934","1078.1000","1397.2000","416.6484","306.4944","379.4234","388.9515"
"4159.8400","4011.8000","5376.9700","3940.0200","3870.3200","3642.5700","3860.9300","3540.5300"
"427.0852","230.3243","620.6389","598.5902","725.3769","600.0077","746.2425","829.5734"
"87.0088","32.6352","46.2928","66.3024","19.0709","3.8898","28.5952","19.8316"
"280.8829","291.6499","294.5278","357.7914","395.4184","410.7060","302.9931","238.0401"
"6.2780","4.5331","3.0237","7.3084","4.0050","1.8471","1.6372","7.4472"
"5.5855","4.9747","2.8312","5.2005","10.5549","2.7131","12.0450","1.1218"
"18.5780","14.0831","2.7481","19.9937","27.8179","31.6050","74.5370","62.2032"
"143.9015","93.4523","115.1641","134.1615","289.6752","228.2245","200.7046","188.6358"
"182.3653","175.4118","150.4171","200.3548","187.6069","183.7679","164.0656","209.0747"
"207.0557","245.5974","186.5510","285.3696","360.7250","342.8014","115.7497","188.5615"
"531.1200","563.2764","775.9382","894.7042","328.1149","383.1749","669.3224","655.4683"
"17.6166","3.1371","4.4028","6.0040","3.9662","2.3686","5.6241","8.8227"
"51.6655","16.8315","13.8602","15.3751","26.7302","5.6759","54.0571","34.0135"
"18528.8000","18233.0100","20633.1300","27853.7100","19103.4200","19954.6900","24239.0800","23041.2600"
"1.8759","1.1822","4.4147","18.2580","3.5290","1.2400","3.2400","3.5682"
"1250.0600","1206.2600","646.1253","566.2148","848.6195","726.5106","958.7425","1005.9900"
"1970.1700","2038.0700","2517.1400","2608.8100","3136.0100","2713.5000","3849.9200","3910.7400"
"36.4191","7.6972","34.9177","3.0162","6.8453","1.9482","3.4390","1.7838"
"3.9011","4.7863","2.0169","4.7611","6.1656","4.2233","7.1866","4.5568"
"5.3016","37.7156","31.3299","54.0841","40.3468","20.1712","29.9913","39.3737"
"51.9907","35.4829","63.1778","20.6607","65.6767","37.1482","43.2930","30.9975"
"207.0541","225.0368","211.3581","252.5224","805.2310","822.2502","545.7020","500.2600"
"17667.3600","17972.5200","11022.4100","12242.6000","1858.1300","1754.5400","2229.7000","2397.6700"
"13680.8700","16545.6800","11788.6800","15542.1000","10722.8400","11420.3800","11330.9000","10428.5000"
"4278.4500","4687.5400","3442.5300","3705.4000","9222.6700","9135.4300","7757.0200","7406.2700"
"61.1414","78.2589","4.0157","66.7258","26.4610","45.2317","50.8627","36.1835"
"54.7726","29.3018","41.9251","54.0450","46.1906","22.9026","22.2465","25.1030"
"699.2216","663.1572","713.4940","693.2220","1464.3600","1302.7300","1199.7100","966.0546"
"23.4912","21.8670","25.6698","35.9802","44.5357","35.6461","15.8812","26.7415"
"101.4512","135.1858","164.1605","145.5960","80.3758","111.4508","131.2449","129.0772"
"208.3868","218.9098","292.0257","316.0609","268.3764","306.5821","271.8600","339.9290"
"42.4340","43.4668","26.5702","14.9156","14.5944","18.4925","21.7841","34.3259"
"436.7571","416.6406","564.4608","508.1455","633.8629","625.3483","994.7950","1217.1800"
"39.8966","67.2605","95.3878","88.4685","46.2562","40.4312","80.7363","46.8616"
"49.6209","20.9404","106.5998","159.4226","32.9290","63.0862","155.9695","117.5794"
"5.5032","14.2472","4.5400","25.4366","41.2338","6.1964","7.9538","2.3702"
"119.6423","178.6508","134.3705","191.2718","87.7379","69.4979","103.7949","148.3013"
"9.1069","41.3438","71.4635","77.0396","51.5754","25.6733","97.0591","76.8397"
"151.5464","136.5599","136.3392","115.0228","96.4171","122.8102","109.5280","170.4892"
"173.1999","139.5348","72.2425","67.2202","18.1109","13.4562","17.5416","8.2237"
"736.8375","604.9826","753.9383","1126.7600","873.0942","837.7771","1049.0400","838.8093"
"13.1349","5.8503","5.5517","18.7400","1.6486","5.2369","28.9104","14.1370"
"17.3723","68.7133","49.4224","51.5928","26.6855","41.4658","72.8461","68.0596"
"1271.2800","1437.7800","1485.5400","1768.0500","781.6195","722.1635","789.3687","844.1721"
"66.5930","47.3008","69.4886","43.7327","79.6349","115.6713","110.4833","111.7172"
"46.2756","74.7671","66.9208","58.9204","69.7281","77.3380","121.1091","84.7630"
"6052.9800","6202.8400","4406.6400","4645.1500","6349.7900","6780.2100","4775.5300","4664.9700"
"110.0874","160.6475","136.5195","167.9496","85.7539","76.4959","6.1247","55.7031"
"12.5930","66.1142","46.6823","27.4208","112.1392","70.0472","150.6053","145.0772"
"650.5758","610.6710","746.0910","822.5875","442.1705","375.3850","313.3100","298.0856"
"2.9754","19.3168","14.6762","33.6373","19.2029","43.3541","33.2852","41.3761"
"106.1925","94.7868","179.8087","174.1351","204.5182","258.9830","217.5651","235.1899"
"2514.8100","2557.8200","3929.8100","4197.6000","3261.8000","3308.9500","5270.3300","5290.7900"
"3.3213","40.1105","10.3184","4.1034","5.1914","11.1751","5.4703","25.9154"
"465.3236","507.7782","472.0866","397.6745","148.0472","145.5453","90.4592","64.6928"
"257.4859","242.7486","424.4319","475.9460","194.4041","164.1557","312.6805","302.8401"
"74.6861","88.6616","186.8104","261.8247","16.4184","13.3276","29.3823","50.3979"
"2702.2000","2807.6000","3315.4400","3139.3900","3882.6700","4009.3700","3869.3900","3595.4800"
"4.9920","2.9776","10.5346","80.6390","664.2631","491.9264","474.6456","415.9553"
"195.4279","203.9780","240.2532","284.9851","271.8533","240.2271","152.9486","188.5431"
"14.3852","5.6651","56.2944","11.7034","34.2542","50.0522","139.1629","102.2014"
"50.3451","47.8199","50.6869","40.4754","46.1208","27.0914","65.6536","59.5068"
"95.0271","112.6838","96.3523","111.3863","219.4586","237.7140","166.5204","130.8151"
"1548.3800","1319.7200","1123.5000","1066.6600","635.7150","655.3333","593.6612","483.1544"
"85.9676","63.2888","44.5888","83.2119","24.2540","8.9117","26.9949","35.3483"
"2.1614","11.7483","4.6095","28.4778","3.0120","4.5358","4.0565","13.7789"
"857.7578","811.4579","835.3751","868.4111","915.3176","916.7980","797.0881","706.3334"
"7.7050","33.7800","26.2677","51.3178","22.2492","36.5733","40.5351","36.4745"
"1261.2800","1188.2800","606.6992","714.6302","757.5366","939.7499","386.6861","322.9891"
"732.5181","652.0121","662.6785","676.5615","1258.0700","1355.7200","1079.5500","1038.0100"
"2.6721","5.7198","12.0666","3.7965","9.1492","6.2011","4.0344","2.7785"
"10.3790","31.7767","4.9177","1.0000","11.5333","19.6716","11.2739","1.2239"
"1136.2600","1245.9800","513.7150","619.7155","791.3361","1086.5300","558.5817","588.0875"
"1728.5200","1790.8100","1472.4600","1641.7100","2247.0000","2259.9500","1950.5800","1997.3400"
"324.9728","244.8711","351.0861","250.2473","52.9545","49.5748","144.9764","154.5559"
"34.0190","25.7897","13.3936","3.2584","15.2293","1.0000","15.1160","2.7385"
"3480.8000","3347.3100","3520.8100","3622.5600","2952.1800","2460.4000","2831.8000","2675.3600"
"2.5919","2.5093","74.7339","97.6477","130.3845","147.9844","258.9494","212.3950"
"23.0295","72.8259","20.8584","23.1836","39.0191","43.8425","28.0242","26.4091"
"4.9083","5.0963","4.5088","2.4168","2.5965","4.9308","2.3064","2.8212"
"82.0570","38.5016","74.4252","76.6099","39.1437","35.7902","40.9161","59.0731"
"77.7511","54.8504","101.4452","116.4782","117.5517","135.0222","253.4608","264.5148"
"988.0286","1039.8400","718.8768","597.5969","669.9894","767.3578","489.8527","455.0334"
"2.7956","9.7994","7.1162","9.1780","44.5588","20.5742","20.5483","5.6636"
"1.5522","10.0115","39.5178","2.9187","1.5469","14.5094","1.5156","15.7560"
"33.5472","8.6517","27.4335","67.2424","37.5907","37.9507","10.6705","5.8950"
"34.2905","121.4174","330.1101","244.9340","298.6913","256.9739","655.5004","826.3497"
"20.0711","10.3044","17.1404","12.5688","2.0505","2.2874","3.5938","1.4355"
"1743.8500","1833.4400","755.3060","812.7472","1366.0700","1249.0700","663.0339","808.7256"
"950.8719","854.3270","711.8785","672.7654","1343.3000","1342.2600","992.9798","770.6333"
"726.7554","936.8087","547.8640","726.5906","2089.0700","1831.0000","726.8164","757.8792"
"292.6409","292.9072","364.7116","435.0353","24.9362","35.6065","102.2504","107.8782"
"25345.08","26869.06","20197.50","25413.63","54.2851","34.3892","80.2188","64.7186"
"31.0708","38.5508","58.3453","68.1635","8.4119","9.2281","50.9881","33.6596"
"84.9815","90.0010","136.5090","105.5903","515.1364","515.9207","411.1522","381.1529"
"30.0228","16.4032","5.1236","67.6029","42.1781","36.8441","13.1188","25.8121"
